tweet_with_emoji_meaning,label
سالگی مشاور مادرم بودم غر می‌شنیدم بابام زندگی وضعیت مالی مادرشوهر راهکار می‌دادم هیچوقت کتک نخوردم شکل معمول نبودم برخورد اینچنینی  بچه کتک زدن نداره  بچه واقعا بدونه پدر مادر باهم بحثشون قسط وامشون نمیرسن کسایی تجربشو ندارن ممکنه کنن اینا لوس بازیه کن عنوان  بچه ازم میپرسیدن دارن بقیه بچه‌ چیپس میخرن منم میخوام باوجود واقعا می‌خواستم می‌گفتم میدونستم فلانی دوهفته قرضشو خواسته فلان وام قسطش دوماه عقبه مادر شاکیه اینقدر استرسی هستی همینجاشم واقعا شاهکار مادر اگه بدونی روان کردی,0
دست عزیزت اولین‌ غم انگیزه مسافرت مهمونی تولد عید یلدا  خالی هست میدونی هیچجوره نمیشه دیگه جشنی قرار تجربه کنین,0
بچه‌ هرموقع حس حماقت بهتون دست اینو یادتون بیارید من‌بعد کات  پیج پول دادم برا اکسم پست اختصاصی گذاشت کپشن ام بابت روزایی داشتیم ازش تشکر,1
زنگ زدم رفیقم میگم حالت چطوره میگه خوبم رکس میگم رکس کیه میگه سگ سیاه افسردگیمهواسش اسم گذاشتم,1
دیشب چرخه عجله داشتم می‌رفتم کافه کانال دیدن رفقا می‌گشت ایران آخر آمبولانس آژیر زنان چرغ قرمز رد شکل خطرناکی جلوش رد شدم سرش پنجره درآورد زد الاغ فارسی  خنده,1
 عده انگار نمیفهمن مردم معنای واقعی کلمه فقیر ورزش رژیم غذایی گرفتن سفر رفتن زبان خوندن خرج داره وقت داره کار نکنی بری کار انجام بدی,0
روز پزشک پزشک سهمیه‌ای پزشک رانت شاگرد اول‌ی دبیرستانی معدلشون پایین نیومد بچه‌یی بخاطر استرس امتحانا گرفتن چاق بدقواره قید تفریح زدن بچه‌ی پایین شهر خواستن پزشکی دست پدرمادرشون بگیرن تبریک میگم,0
مامانم گفتم اگه بچه‌ام زشت بشه نتونم دوسش داشته_باشم چی  نگاه بهم  آه جانسوز کشید نگران نباش بلاخره مهرش دلت میشینه,1
رأی دادگاه کلن نفع انتقال پیکر هوشنگ ابتج ایران دادگاه کلن مجوز انتقال پیکر امیرهوشنگ ابتج ایران صادر دکتر شهرام ایرانبومی کارشناس حقوق بینالملل آشنا دادگاه تکلیف پیکر مرحوم هوشنگ ابتج دقایقی اعتمادآنلاین خبر دادگاه پذیرش اسناد مدارک خانم یلدا ابتج برادرانش مجوز انتقال پیکر شاعر ترانهسرای معاصر مرحوم امیرهوشنگ ابتج ایران صادر,0
اختلال گسترده اینترنت همراه کاربران ایرانسل رایتل اختلال گسترده اینترنت همراه خبر,0
نتایج پژوهش سگ بازگشت صاحبشان خوشحالی گریه محققان ژاپنی دریافتند سگ صاحبشان روز کاری خانه بازمیگردند خوشحالی گریه مطالعه مجله منتشر موردی واکنشی حیوانات تایید دانشمندان باورند واکنش دلیل ترشح اکسی توسین معروف هورمون نوازش ترشح هورمون اکسی توسین بدن ایجاد احساس عشق محبت محققان مطالعه نشان سگ اندازه احساسی انطباقپذیرند,0
ببخشید خری سگت قلاده ول می‌کنی خودت بره,0
بچه خوابش میومد همسر جان میرم اتاق بچه بخوابونم حدودا نیمساعت گذشت منم مشغول تماشای تلویزیون متوجه حرکت پام شدم نیم جام پریدم بالادیدم بچه دست پا اومده پیشمبغلش رفتم اتاق دیدم دخترکم مادرش خوابونده اومده پیشم,0
خواهر زادم تازه رفته کلاس ۹ صبح ۳ ظهر روز گریه می‌کرده خواهرم پیشش مونده روز گریه می‌کرده خواهرم میگن نمون برو خونه اگه آروم نشد تماس می‌گیریم معلمش بهش گریه می‌کنی قوی خواهرزادمم حس دلم برا مامانم تنگ میشه معلمش ی آلبوم کوچولو بهش عکس دلت براش تنگ میشه بزار خودت بیار مدرسه وقت دلت تنگ نگاهشون بعدم قوی‌ترین خوش‌قلب‌ترین آقایی هستی دیدم اونروز بچه برا مدرسه رفتن لحظه‌شماری میکن اینجور معلمی باشید,0
ازدواج می‌کنید منو آنفالو می‌کنید مگه گفتم وسط می‌خوابم,1
سال خانواده رفتیم حموم فین کاشان دقیقه متوجه شدم بابام داره  دختری حرف میزنه شدم ببینم چی میگن یهو بابام برگشت دختره دنیای عجیبیه تاحالا اسمش عباسه حموم حرف زده بودی خنده,1
روز پزشک مبارک دکتری باشرفی گرما سرما مریض مجبور نمیکنن بره پول نقد بگیره,0
دلم واسه اون موقع تفاله چایی میومد بالای لیوان می‌گفتیم ایول مهمون هیچکس نمیومد ضایع می‌شدیم تنگ,1
داره روز پزشک اون رفیقای واقعی ک هروقت حالت خرابه میری پیششون حالتو میکنن تبریک بگیم,0
صفحهی مجازی آدما چیزا برا گفتن داره ارتباط مستقیم نگیری نمیتونی عمق شخصیتش بسنجی,0
واقعا انسان‌یی مشکل تمرکز میتونن ساعت‌ درس بخونن حسودیم میشه,0
رد صلاحیت نامزد انتخابات فدراسیون فوتبال تکذیب خلاف ادعای حسن کامرانی فر مبنی تایید صلاحیت نشدن نامزد نیی انتخابات حراست فدراسیون فوتبال ادعا لحظه هیچ‌یک نامزدی انتخابات فدراسیون فوتبال رد صلاحیت نشده‌اند,0
دیروز برنامه نویسا سوئد اجرای ابی اگه اونجا  اتفاقی میوفتاد حوزه تکنولوژی سوئد سقوط,1
آدم اگه یاد بگیره محبوب زندگی میکنه,0
رپرای هندی هیچوقت دیس نمیدن آخر آهنگ ممکنه بفهمن یارو داداششه,1
اعضای بدن اطلاعاتشونو دیسک ذخیره میکنن,1
برتولت تولت می‌برشتی عمر دیدی تولت برتولت برشت,1
سخنگوی وزارت صمت اعلام احتمال لغو ممنوعیت واردات لوازم خانگی سقف قیمت خودروی وارداتی هزار دلار امید قالیباف واردات کالایی تولید رقابت‌پذیر لوازم خانگی آزاد موضوع دست بررسی اساس آیین‌نامه واردات خودرو جزئیات زودی اعلام سقف قیمت خودروی وارداتی هزار دلار,0
دیروز نوشتم محصولات اسمش شبیههمثال ایران پرورش سالمون نداریم هروقت آب هوامون شبیه نروژ بشه تولیدش ماهییی اسم سالمون چندبرابر قیمت میفروشن همون قزل آلای رنگین کمانی خودمونه غذاش رنگدانه اضافه میکنن,0
 سئوال دکتر متخصص زنان مامایی دکتر متخصص مردان بابایی نداریم,1
مولانا ترک صرفا بخاطر رواج شعر پارسی دوران اشعاری پارسی سروده نمی‌گویند مولانا سال قلب ترکیه امروزی کلاسی درسش زبان پارسی برگزار نمی‌گویند مولانا نامه زبان پارسی برجای‌مانده نه‌تن زبان شعر مولانا پارسی زبان گفتگو نامهنگاری پارسی مجموعه سخنان پندی اخلاقی عرفانی مجالس درس همگی پارسی قالب کتاب فیه مافیه مجالس سبعه مانده نامه‌ی پارسی قالب کتاب مکتوبات مانده,0
کی میخواین بفهمین فندک صاحب قطعی‌ای نداره بیت الماله هی نگین فندکمو پیچوندی,1
رئیس شرکت کوکاکولا اگه بفهمه توی بطری نوشابه شرکتش آب می‌ریزیم میذاریم توی دستشویی وقتی‌که برق بتونیم خودمون باش بشوریم ناراحت میشه,1
