Text,Top Reaction,Top Reaction Count,Views,Date
‏یه استکان چایی ریختم نشستم با چندتا دونه کشمش خوردم و الان حس میکنم باید نوه‌هامو نصیحت کنم و برم عینک ته استکانی‌مو بگیرم بذارم بالاسرم بخوابم. ;))))  *حاجی سالوادور*  @OfficialPersianTwitter,😁,1239,89748,2022-08-03
‏میدونستید نخ دندون از مسواک خیلی مهمتره، اینو تا جایی که میتونید به اشتراک بذارید چون حال مسواک زدن ندارم.  *نفر اول ناسا*  @OfficialPersianTwitter,😁,983,90367,2022-08-03
وقتی دارین برا صبحونه نیمرو میپزین زیاد بپزین همه اونایی که گفتن نمیخوریم وقتی بوش میاد میگن یه لقمه میخورم! متاسفانه یه لقمشونم تمومی نداره😩   »..elsa..«  @OfficialPersianTwitter,😁,1487,84960,2022-08-04
این قهوه ای که خریدم به نظر قلابیه، وقتی میخورم بهم احساس ناکافئین بودن میده  »DAY Walker«  @OfficialPersianTwitter,😁,1033,85038,2022-08-04
یک عده‌ای هستن وقتی ازشون آدرس می‌پرسی، بلند می‌شن پریشون اطرافشون رو نگاه می‌کنن اول ببینن خودشون کجان.  »shex«  @OfficialPersianTwitter,😁,1927,84675,2022-08-04
خریدن ریمل مترویی جدایی میاره. جدایی مژه از پلک.  »کینگ میگو«  @OfficialPersianTwitter,😁,1261,84285,2022-08-04
دوستان من دانشجو برقم، اگر راجع به رشته برق برای انتخاب رشته سوال داشتید نپرسید، برید یه رشته دیگه بخونید.  »مبین«  @OfficialPersianTwitter,😁,1474,85818,2022-08-04
نیم ساعت داشتیم راجع به ضعف طراحی در خودروهای جدید فراری صحبت میکردیم حرفامون که تموم شد یکیمون با پژو رفت یکیمون با ساینا  »موقعیت‌ِمقداد«  @OfficialPersianTwitter,😁,1735,84889,2022-08-04
وسط چت چرا یهو ول میکنید میرید؟ مسافر میخوره بهتون؟  »Mehji«  @OfficialPersianTwitter,😁,1539,86830,2022-08-04
اگه گفتین بورس هیأت و عزاداری کدوم محله تهرانه؟! سلسبیل. در خونه رو باز میکنی دسته میاد رو مبل میشینه.  »shima«  @OfficialPersianTwitter,😁,1311,86822,2022-08-04
دخترا توی اینستا یه کمپین زدن که همدیگرو به عنوان زنان موفق تگ میکنند. حالا ۹۰ درصد موفقیتشون چیه؟ ناخن لاک میزنند و موی بقیه رو کوتاه میکنند.  »شانتاژگر«  @OfficialPersianTwitter,😁,2111,85689,2022-08-04
با بیشتر حقوق این ماهم خرید تراپی کردم. ولی مانده حسابمو که میبینم افسردگی میگیرم  »ویلویز«  @OfficialPersianTwitter,😁,673,84373,2022-08-04
خیانت که فقط رابطه جنسی نیست همین که باقی مونده پیتزای تو یخچال خواهرتو بخوری تو یه خائن عوضی هستی  »گلنازتون(:«  @OfficialPersianTwitter,😁,1803,86326,2022-08-04
نمیدونم چه مرضیه که وقتی دوستام بهم اصرار میکنن باهاشون برم بیرون اعصابم خورد میشه وقتی هم که اصرار نمیکنن بهم برمیخوره  »دابانف«  @OfficialPersianTwitter,😁,1207,84160,2022-08-04
چون گفته بودم دريا دوس دارم برا يه ديت ساده بردتم تا شمال لب اب،حالا روم نميشه بگم جوابم منفيه 😂  »ميم.قاف«  @OfficialPersianTwitter,😁,1629,83483,2022-08-04
آقا كسي اطلاع داره  اين ميكروچيپ هاي توي واكسن كرونا از كي كنترلمون رو به دست ميگيرن؟ من يكي واقعا دارم ميرينم توي زندگيم  »سعيد آقو«  @OfficialPersianTwitter,😁,2229,92147,2022-08-04
دوستان دقت داشته باشید دستورالعمل به این شکله: به کسایی که رتبه کنکورشون خوب شده میگیم دانشگاه خیلی هم خبری هست. به اونایی که رتبه شون خیلی خوب نشده میگیم به هیچ جات نباشه دانشگاه هیچ خبری نیست. یادتون باشه اینا رو جابجا نگیم :))  »استن«  @OfficialPersianTwitter,😁,1534,87120,2022-08-04
سیستم ایمنی بدنم جوری شده که هر ویروسی چهارتا صفر بزنه می‌تونه وارد بشه.  »پینادو«  @OfficialPersianTwitter,😁,1296,87814,2022-08-04
"توی این وضع مملکت بیایم سعی کنیم به هم سخت نگیریم و بهتر با همدیگه کنار بیایم. مثلا من امسال در مواجه با نتایج کنکور دوست‌هام می‌خوام همه ""من قبول شدم ولی نرفتم""ها رو باور کنم.  »دومینور هارمونیک«  @OfficialPersianTwitter",😁,800,80493,2022-08-04
چطوری انقدر تمیز چشمک می‌زنید؟ من می‌‌خوام چشمک بزنم تمام عضلات صورتم با هم درگیر میشن. حتی یه بار اومدم چشمک بزنم ساق پام گرفت.  »کارتمن«  @OfficialPersianTwitter,😁,1264,79814,2022-08-04
بدترين اشکال باباها اينه که نه حرف گوش ميدن نه ميشه کتکشون زد  »سـیزده ۴۲«  @OfficialPersianTwitter,😁,1641,81753,2022-08-04
میدونستین خرماها باهم دعواشون‌میشه چیکار میکنن؟ میزنن نخل همو میارن  »ala«  @OfficialPersianTwitter,😁,863,86275,2022-08-04
یاد اون سالی افتادم که میخواستم از دانشگاه انصراف بدم. بابام با لگد درو باز کرد گفت اگه درستو ول کنی اول خودمو اتیش میزنم بعد تورو. تو خواب و بیدار یکم فکر کردم گفتم نمیشه که. اول منو نباید اتیش بزنی؟ نمیدونم چرا درو کوبید رفت  »گابریل احمد«  @OfficialPersianTwitter,😁,1241,82608,2022-08-04
با این سن هنوز وقتی میگم پام درد می‌کنه مامانم میگه داری قد می‌کشی.🥲  »خانومِ گُلوکُز«  @OfficialPersianTwitter,😁,1217,79066,2022-08-04
‏چشمانت تابستون اهواز بود و دل من پیکان بی کولر  »Red girl«  @OfficialPersianTwitter,😁,805,81282,2022-08-04
‏فردا دقیقا ۶ ماه میشه که من باشگاه ثبت نام کردم ولی هیچ تغییری تو ماهیچه هام نمیبینم، فکر کنم فردا باید یه سر هم حضوری برم سر بزنم ببینم مشکل از کجاست🤣🤣🤣🤣  »Razieh_Irani«  @OfficialPersianTwitter,😁,1209,85279,2022-08-04
بروکلی چرا زرد میشه دیگه این‌ وسط؟ همینکه یکی حاضر شده پول بده تا تو رو بخوره برو خداتو شکر کن، چس هم میکنی خودتو بعد دو روز؟   × کارآگاه خیابان ۵۳ شرقی ×  @OfficialPersianTwitter,😁,1275,83584,2022-08-04
‏رفیقم میخواست بره سر قرار، لباساشو نشون داد پرسید کدوم بهتره، یه تیپ انتخاب کردم گفت اینا رو دیده قبلا. گفتم میخوای من برم؟ نه لباسامو دیده، نه خودمو.  × کاتانا ×  @OfficialPersianTwitter,😁,943,85737,2022-08-04
ولی باز خدارو شکر کنید الان وضعیت خیلی بهتر شده، قدیما به دختر همسایه سلام میکردی نمیگرفتیش کل فک فامیلش می‌افتادن به جونت میگرفتنت.   × Dominic ×  @OfficialPersianTwitter,😁,907,82163,2022-08-04
‏ببین گفتن نداره ها  (میگوید)  × عمو سامی ×  @OfficialPersianTwitter,😁,850,81674,2022-08-04
‏ببینید دوستان من حتی از برنامه سریال دیدنم هم عقب میفتم برنامه درسی که جای خود داره.  × Guided ×  @OfficialPersianTwitter,😁,1061,83781,2022-08-04
‏گرگ واقعی اونیه‌ که بتونه تو جردن و میرداماد، تو ساعات کاری جا پارک‌ پیدا کنه  × ایمان ×  @OfficialPersianTwitter,😁,1181,85505,2022-08-04
"‏تجربه ثابت کرده اونایی که تو اسمشون ""پری"" دارن دافن؛ مثل پریا، پریسا،پری‌سیما، پریناز، پریز برق!  × موسیو دهقانوویچ ×  @OfficialPersianTwitter",😁,874,86259,2022-08-04
‏منظورتون از این که موهاتونو قیچی میکنید میدید به پارتنرتون چیه؟ هروقت دلش تنگ شد یه تارشو آتیش بزنه ظاهر میشید؟  × ماشگانا ×  @OfficialPersianTwitter,😁,1429,86305,2022-08-04
هر مامان ایرانی وقتی میبینه همه از غذا خوششون اومده: هول هولکی شد دیگه ببخشید.  × فاطیشون ×  @OfficialPersianTwitter,😁,2039,87434,2022-08-04
‏من برای شب جمعه خونه موندن زیادی جوونم  × مارتین تایلر ×  @OfficialPersianTwitter,😁,741,86516,2022-08-04
شبا که چراغ خاموش میرم سر یخچال و درشو بازمیکنم و نور میزنه بیرون، حس ایندیانا جونز بهم دست میده که در صندوقچه رو باز میکنه و الماس نورانی توشه  × یک مماس‏ ×  @OfficialPersianTwitter,😁,854,85869,2022-08-04
‏کاش برگردیم به اون زمان که سوزن آغشته به ویروس HIV رو زیر نازل‌های پمپ بنزین جاسازی میکردن تا مردم ایدز بگیرنن بعد ما توی گروههای واتس‌اپی انتشارش دادیم و همرو نجات میدادیم  × موقعیت مقداد ×  @OfficialPersianTwitter,😁,1551,87490,2022-08-04
موجودی حسابم اکه رتبه‌ی کنکورم بود پزشکی تهران قبول بودم.   × amIR seyedin ×  @OfficialPersianTwitter,😁,1453,91775,2022-08-04
‏میدونید عربا به اکسشون چی میگن     Alex 😂😂😂😂😂😂😂  × baaarunn ×  @OfficialPersianTwitter,😁,1724,85244,2022-08-05
‏خواهرم نسبت به بچه‌های دیگه دیر به حرف اومد ولی تقریبا از اون موقع دیگه ساکت نشد.  × خانم چیتر ×  @OfficialPersianTwitter,😁,2375,86093,2022-08-05
‏توانایی من توی تبدیل کراش به رفیق واقعا قابل تحسینه.  × فاطمه نعنایی ×  @OfficialPersianTwitter,😁,1302,86209,2022-08-05
‏با مامانم رفتم پردیس کتاب. استاد راهنمامو دیدیم اونجا. چیه این دیدار اولیا و مربیا که تو سن خر پیر سالگی هم به آدم استرس میده.  × کله گنده‌ ×  @OfficialPersianTwitter,😁,1283,79806,2022-08-05
هروقت بیکار میشم اینستا رو با اکانت فیکم باز میکنم میرم تو استوری اینایی که شغل و درامد رو پرسیدن مینویسم: ناخن کارم و ماهی ۲۵۰ تا ۴۰۰ تومن درامد دارم💅🏻  »حشمت کرایست«  @OfficialPersianTwitter,😁,2899,86800,2022-08-05
دوستم رفته داروخانه کاندوم بخره دم صندوق نفر جلویی بهش گفته آقا شما اول حساب کن عجله داری من اومدم پودر بچه بخرم کار از کار گذشته =)))))))))))))  »فیلناز«  @OfficialPersianTwitter,😁,3166,90015,2022-08-05
